品番,商品名_JA,商品名_KO,用途_JA,メリット_JA,用途_KO,メリット_KO,韓国眼鏡店への販売価格（KRW）,通貨,入数,カタログ参照,画像ファイル名,商品ページURL
E151110,LEDワイドライトルーペ10x 35mm径,LED와이드라이트확대경10x 35mm,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,130600,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E151110
E151110M,LEDワイドライトルーペ モベースセット10x,LED와이드라이트확대경 베이스세트10x,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,145900,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E151110M
E151112,LEDワイドライトルーペ12.5x 35mm径,LED와이드라이트확대경12.5x 35mm,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,145900,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E151112
E151112M,LEDワイドライトルーペ モベースセット12.5x,LED와이드라이트확대경 베이스세트12.5x,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,161200,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E151112M
E15112,LEDワイドライトルーペ3x 60mm径,LED와이드라이트확대경3x 60mm,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,134600,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E15112
E15112M,LEDワイドライトルーペ モベースセット3x,LED와이드라이트확대경 베이스세트3x,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,149900,KRW,,,E15112M_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E15112M
E15113,LEDワイドライトルーペ3.5x 75X50mm,LED와이드라이트확대경3.5x 75X50mm,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,148900,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E15113
E15113M,LEDワイドライトルーペ モベースセット3.5x,LED와이드라이트확대경 베이스세트3.5x,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,164200,KRW,,,E15113M_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E15113M
E15114,LEDワイドライトルーペ4x 75x50mm,LED와이드라이트확대경4x 75x50mm,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,205000,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E15114
E151141,LEDワイドライトルーペ4x 60mm径,LED와이드라이트확대경4x 60mm,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,145900,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E151141
E15114M,LEDワイドライトルーペ モベースセット4x,LED와이드라이트확대경 베이스세트4x,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,220300,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E15114M
E151141M,LEDワイドライトルーペ モベースセット4x,LED와이드라이트확대경 베이스세트4x,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,161200,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E151141M
E15115,LEDワイドライトルーペ5x 58mm径,LED와이드라이트확대경5x 58mm,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,148900,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E15115
E15115M,LEDワイドライトルーペ モベースセット5x,LED와이드라이트확대경 베이스세트5x,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,164200,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E15115M
E15116,LEDワイドライトルーペ6x 58mm径,LED와이드라이트확대경6x 58mm,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,159100,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E15116
E15116M,LEDワイドライトルーペ モベースセット6x,LED와이드라이트확대경 베이스세트6x,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,174400,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E15116M
E15117,LEDワイドライトルーペ7x 35mm径,LED와이드라이트확대경7x 35mm,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,122400,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E15117
E15117M,LEDワイドライトルーペ モベースセット7x,LED와이드라이트확대경 베이스세트7x,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,137700,KRW,,,E15117M_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E15117M
E15122,LEDワイドライトルーペXL 3x 55x90mm,LED와이드라이트확대경XL 3x 55x90mm,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,188700,KRW,,,E15122_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E15122
E15122M,LEDワイドライトルーペXL モベースセット3x,LED와이드라이트확대경XL 베이스세트3x,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,204000,KRW,,,E15122M_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E15122M
E1520910,モビレントLED 10x,LED 10x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,120400,KRW,,,E1520910_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1520910
E152094,モビレントLED 4x,LED 4x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,115300,KRW,,,E152094_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E152094
E152097,モビレントLED 7x,LED 7x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,118300,KRW,,,E152097_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E152097
E152110,easy POCKET3x ブラック,easy POCKET3x 블랙,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,97900,KRW,,,E152110_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E152110
E152111,easy POCKET3x シルバー,easy POCKET3x 실버,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,97900,KRW,,,E152111_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E152111
E152111S01,easy POCKET3x シルバー スワロフスキーStella,easy POCKET3x 실버 Stella,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,126500,KRW,,,E152111S01_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E152111S01
E152111S02,easy POCKET3x シルバー スワロフスキーMilky Way,easy POCKET3x 실버 Milky Way,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,126500,KRW,,,E152111S02_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E152111S02
E152111S03,easy POCKET3x シルバー スワロフスキーAstro Arts,easy POCKET3x 실버 Astro Arts,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,126500,KRW,,,E152111S03_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E152111S03
E152111SA1,easy POCKET3x シルバー スワロフスキーfluer de luxe,easy POCKET3x 실버 fluer de luxe,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,387600,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E152111SA1
E152122,easy POCKET4x メタリックブルー,easy POCKET4x 블루,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,123400,KRW,,,E152122_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E152122
E152133,イージーポケット(ホワイト) 6×,(화이트) 6×,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,146900,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E152133
E152211,easy POCKET XL 2.5x シルバー,easy POCKET XL 2.5x 실버,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,155000,KRW,,,E152211_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E152211
E155074,置き型ライトルーペ10x,라이트확대경10x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,253000,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E155074
E155174,置き型ライトルーペ7x,라이트확대경7x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,253000,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E155174
E155274,置き型ライトルーペ6x,라이트확대경6x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,238700,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E155274
E155394,置き型ライトルーペ5x,라이트확대경5x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,219300,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E155394
E155494,置き型ライトルーペ4x,라이트확대경4x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,262100,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E155494
E155774,置き型ライトルーペ12.5x,라이트확대경12.5x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,283600,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E155774
E155994,置き型ライトルーペ3x,라이트확대경3x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,253000,KRW,,,E155994_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E155994
E156512,スクリボラックス2.8x,2.8x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,265200,KRW,,,E156512_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E156512
E1566,ヴィゾ・ルクス・プラス3x,3x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,323300,KRW,,,E1566_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1566
E158064,置き型ライトルーペ3x ダブルレンズ,라이트확대경3x 렌즈,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,316200,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E158064
E158264,置き型ライトルーペ2.8x ダブルレンズ,라이트확대경2.8x 렌즈,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,365200,KRW,,,E158264_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E158264
E158614,パワーラックス3.5x cool light,3.5x cool light,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,323300,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E158614
E158620,パワーラックス5x cool light,5x cool light,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,323300,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E158620
E1586201,パワーラックス5x warm light,5x warm light,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,323300,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E1586201
E158628,パワーラックス7x cool light,7x cool light,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,323300,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E158628
E15981,ルーぺ用ストラップ,루페용 스트랩,携帯・落下防止,置き忘れや落下を防ぎやすい,휴대 및 낙하 방지,두고 가거나 떨어뜨리는 일을 줄이기 쉬움,12200,KRW,,,E15981_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E15981
E16042,ヘッドライトLED,라이트LED,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,265200,KRW,,,E16042_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E16042
E160422,ヘッドライトLEDクリップ付,라이트LED 포함,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,293800,KRW,,,E160422_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E160422
E1605,リーディングデスク,리딩 데스크,近用・手元作業,度数や用途に合わせて提案しやすい,근거리 시야 및 손작업,도수와 용도에 맞춰 제안하기 쉬움,153000,KRW,,,E1605_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1605
E16051,ガイドレイル,가이드 레일,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,113200,KRW,,,E16051_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E16051
E161522125,アクニス 25 レンズ単品(1ペア),Aknis 25 렌즈 (1쌍),拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,132600,KRW,1ペア,,E161522125_1.jpg,https://www.san-nishimura.co.jp/product/item/fl-41%ef%bc%88%e3%82%a2%e3%82%af%e3%83%8b%e3%82%b9%ef%bc%89%e3%83%ac%e3%83%b3%e3%82%ba/
E161522150,アクニス 50 レンズ単品(1ペア),Aknis 50 렌즈 (1쌍),拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,132600,KRW,1ペア,,E161522150_1.jpg,https://www.san-nishimura.co.jp/product/item/fl-41%ef%bc%88%e3%82%a2%e3%82%af%e3%83%8b%e3%82%b9%ef%bc%89%e3%83%ac%e3%83%b3%e3%82%ba/
E161522175,アクニス 75 レンズ単品(1ペア),Aknis 75 렌즈 (1쌍),拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,132600,KRW,1ペア,,E161522175_1.jpg,https://www.san-nishimura.co.jp/product/item/fl-41%ef%bc%88%e3%82%a2%e3%82%af%e3%83%8b%e3%82%b9%ef%bc%89%e3%83%ac%e3%83%b3%e3%82%ba/
E1615325,アクニス マットブラウン25,Aknis 무광브라운25,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,280500,KRW,,,E1615325_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%82%a2%e3%82%af%e3%83%8b%e3%82%b9/
E1615350,アクニス マットブラウン50,Aknis 무광브라운50,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,280500,KRW,,,E1615350_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%82%a2%e3%82%af%e3%83%8b%e3%82%b9/
E1615375,アクニス マットブラウン75,Aknis 무광브라운75,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,280500,KRW,,,E1615375_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%82%a2%e3%82%af%e3%83%8b%e3%82%b9/
E16155875,アクニススポーツ75ミラー,Aknis 75,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,306000,KRW,,,E16155875_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%82%a2%e3%82%af%e3%83%8b%e3%82%b9%e3%82%b9%e3%83%9d%e3%83%bc%e3%83%8475%e3%83%9f%e3%83%a9%e3%83%bc/
E16156125,アクニス クリップオン 25,Aknis 25,まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,137700,KRW,,,E16156125_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E16156125
E16156150,アクニス クリップオン 50,Aknis 50,まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,137700,KRW,,,E16156150_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E16156150
