"品番","商品名_JA","current_pack_qty","catalog_pack_qty","pack_status","catalog_pages","evidence","notes"
"1023-A","ネジとーる(+)交換用ビット","1本","1 本","ok","カタログP.234,289","PDF抽出メモ:品番直近=1 本 [長 120㎜ 【内容】 ドライバー本体 1 本 付属品 / 刃先交換用レンチ （L 型） ショップ アイテム] || 既存入数抽出メモ:PDF抽出メモ=1本 [1本] || pack_quantity_fill_report:PDF抽出メモ=1本 [1本]",""
"1024","トルクス木製ドライバー(T4)","","ambiguous","ambiguous","カタログP.229","",""
"1025","鼻盛パッドセット","2組","2組","ok","カタログP.102","既存入数抽出メモ:PDF抽出メモ=2組 [2組] || pack_quantity_fill_report:PDF抽出メモ=2組 [2組]",""
"1027","シャーペンダイヤモンドヤスリ","6本","6本","ok","カタログP.242","既存入数抽出メモ:PDF抽出メモ=6本 [6本入] || pack_quantity_fill_report:PDF抽出メモ=6本 [6本入]",""
"1027-A","シャーペンダイヤモンドヤスリ用ヤスリのみ","1本","1本","ok","カタログP.242","既存入数抽出メモ:PDF抽出メモ=1本 [1本] || pack_quantity_fill_report:PDF抽出メモ=1本 [1本]",""
"1029","ヤットコ滑り止めシール","3本","3 本","ok","カタログP.194","PDF抽出メモ:品番直近=3 本 [No.1029 ヤットコ滑り止めシール あらゆるヤットコを強化する、簡単・万能シール。 細かく自由にハサミでカットできますので、 あらゆる場所にはりつけることが可能。 ●きれいにはがすことが出来、 はりかえがとても簡単。 ● 2c m cm 18 1 袋 3 本入（1シートに3 本がミシン目でつながっています） 小さな突起があり] || 既存入数抽出メモ:PDF抽出メモ=3本 [1袋3本入] || pack_quantity_fill_report:PDF抽出メモ=3本 [1袋3本入]",""
"1030-A","Sチャート A4サイズ","","ambiguous","ambiguous","カタログP.250","",""
"1030-A-1","Sチャート A4サイズ用シリコンシート","","ambiguous","ambiguous","カタログP.250","",""
"1030-B","Sチャート メガネサイズ","","ambiguous","ambiguous","カタログP.250","",""
"1030-B-1","Sチャート メガネサイズ用シリコンシート","","ambiguous","ambiguous","カタログP.250","",""
"1031","技能士試験工具基本セット","","ambiguous","ambiguous","カタログP.248","",""
"1032","ガチドラ","","1 本","missing_candidate","カタログP.228,246","PDF抽出メモ:品番直近=1 本 [No.1032 ガチドラ（PAT） 眼鏡用ネジに合わせた先端の精密設計プラスドライバー •1 本で M1.0 〜 M1.4 のネジに対応 •ドライバー先端がネジにフィットします • 回す力が効率良くネジに伝わり、ネジ頭がナメにくくなります 1.8㎜ ヤットコ 保 護 カバー ヤ ット コ 他 調整工具 ニッパー 軸径 1.8㎜]",""
"1032-A","ガチドラ用交換用ビット","","1 本","missing_candidate","カタログP.228","PDF抽出メモ:品番直近=1 本 [角度で作られた先端 全長 115㎜ 【内容】 ドライバー本体 1 本 付属品 / 刃先交換用レンチ（L 型）]",""
"1033","パーツ類洗浄器具","","ambiguous","ambiguous","カタログP.319","",""
"1034","レンズ保護テープ(低粘着)","","ambiguous","ambiguous","カタログP.322,323,325","",""
"1035-CR","クラフトギフトバッグ50枚","50枚","50 枚","ok","カタログP.347,355","PDF抽出メモ:品番直近=50 枚 [提げバック サイズ：W16×H23×D9（cm） 素 材：紙・マットニス加工 50 枚入り 240N3950]",""
"1035-MO","モノクロギフトバッグ50枚","50枚","50 枚","ok","カタログP.347,355","PDF抽出メモ:品番直近=50 枚 [パーツ カスタマイズ Gift Bag 手提げバッグ 50 枚入り 240N3950]",""
"1036","耐水ペーパー アソートセット(各2枚×8種)","2枚","2 枚","ok","カタログP.302","PDF抽出メモ:品番直近=2 枚 [No.1036 耐水ペーパーアソートセット 従来の耐水研磨紙と比べて、 折れ・割れが少なく、砂落ちしません。 ロウ付け 関 連 #400/#500/#600/#800/#1000/#1200/#1500/#2000 ( 各 2 枚×8種入）※番手別の販売あります タクボ 機 械 洗浄器 （業務・販売） ・洗浄液 226 240N2500]",""
"1036-400","耐水ペーパー #400 10枚入","10枚","","no_catalog_evidence","","",""
"1036-500","耐水ペーパー #500 10枚入","10枚","","no_catalog_evidence","","",""
"1036-600","耐水ペーパー #600 10枚入","10枚","","no_catalog_evidence","","",""
"1036-800","耐水ペーパー #800 10枚入","10枚","","no_catalog_evidence","","",""
"1036-1000","耐水ペーパー #1000 10枚入","10枚","","no_catalog_evidence","","",""
"1036-1200","耐水ペーパー #1200 10枚入","10枚","","no_catalog_evidence","","",""
"1036-1500","耐水ペーパー #1500 10枚入","10枚","","no_catalog_evidence","","",""
"1036-2000","耐水ペーパー #2000 10枚入","10枚","","no_catalog_evidence","","",""
"1037","ハンディ グラス ケアセット","","ambiguous","ambiguous","カタログP.302","",""
"1037-A","フレキシブルサンドペーパーアソートセット(各1枚×10種)","1枚","1 枚","ok","カタログP.300,302","PDF抽出メモ:品番直近=1 枚 [No.1037-A フレキシブルサンドペーパーアソートセット 柔らかい特殊研磨フィルムで、湾曲面も非常に均一な研磨目に仕上がります。 水を使用しなくても、高い研磨力を発揮し耐久性も優れます。 耐水性もある為、水研ぎも可能。 フレー ム ヒーター 柔らかい素材で作られている為 フレームの曲面も綺麗に磨けます。 ドリル 関 連 ネジ抜き 関 連 #360/#500/#600/#800/#1000/#1200 /#1500/#2000/#2500/#3000 （各 1 枚×10 種入）※番手別の販売あります 作業台・]",""
"1037-A-360","フレキシブルサンドペーパー#360 5枚入ターコイズブルー","5枚","","no_catalog_evidence","","",""
"1037-A-500","フレキシブルサンドペーパー#500 5枚入スカイブルー","5枚","","no_catalog_evidence","","",""
"1037-A-600","フレキシブルサンドペーパー#600 5枚入ライトブルー","5枚","","no_catalog_evidence","","",""
"1037-A-800","フレキシブルサンドペーパー#800 5枚入イエロー","5枚","","no_catalog_evidence","","",""
"1037-A-1000","フレキシブルサンドペーパー#1000 5枚入ライトグリーン","5枚","","no_catalog_evidence","","",""
"1037-A-1200","フレキシブルサンドペーパー#1200 5枚入オレンジ","5枚","","no_catalog_evidence","","",""
"1037-A-1500","フレキシブルサンドペーパー#1500 5枚入ピンク","5枚","","no_catalog_evidence","","",""
"1037-A-2000","フレキシブルサンドペーパー#2000 5枚入ライトグレー","5枚","","no_catalog_evidence","","",""
"1037-A-2500","フレキシブルサンドペーパー#2500 5枚入ブルーグレー","5枚","","no_catalog_evidence","","",""
"1037-A-3000","フレキシブルサンドペーパー#3000 5枚入ダークグレー","5枚","","no_catalog_evidence","","",""
"1037-AB","フレキシブルサンドペーパーアソート&パッドセット","","ambiguous","ambiguous","カタログP.302","",""
"1037-B","フレキシブルサンドペーパー用パッド","1枚","1枚","ok","カタログP.300,302","既存入数抽出メモ:PDF抽出メモ=1枚 [1枚入] || pack_quantity_fill_report:PDF抽出メモ=1枚 [1枚入]",""
"1037-N","ワンショットポリッシャー ノーマル","","ambiguous","ambiguous","カタログP.301,302","",""
"1037-P","ワンショットポリッシャー プロ","","ambiguous","ambiguous","カタログP.301","",""
"1037-H","ワンショットポリッシャーハード","","ambiguous","ambiguous","カタログP.301","",""
"1037-S","ハンディバフ","","ambiguous","ambiguous","カタログP.301,302","",""
"1037-NS","ワンショットポリッシャー ノーマル&ハンディバフセット","","ambiguous","ambiguous","カタログP.302","",""
"1037-PS","ワンショットポリッシャー プロ&ハンディバフセット","","ambiguous","ambiguous","カタログP.302","",""
"1037-HS","ワンショットポリッシャーハード&ハンディバフセット","10枚","10枚","ok","カタログP.302","既存入数抽出メモ:PDF抽出メモ=10枚 [10枚入] || pack_quantity_fill_report:PDF抽出メモ=10枚 [10枚入]",""
"1038","クビフリー25組入","25組","25 ペア","corrected_candidate","カタログP.159","PDF抽出メモ:品番直近=25 ペア [No.1038 クビフリー 1 箱 25 ペア入 販 エンジェルジュエリー 在庫限り 1.4㎜φ 専用段付ドリル 商品番号 商 品 名]","currentとカタログ候補が不一致"
"1038-A","クビフリー50組入","50組","ambiguous: 50 ペア / 1ペア / 9 ペア","ambiguous","カタログP.159","PDF抽出メモ:品番直近=50 ペア [No.1038-A クビフリー お得用 1 箱 50 ペア入 240N4700 ネジ穴径：1.1mm 長さ14mm 小売価格1ペア ￥880 （税込） 定番の高品質シリコン製パット シリコンパットDX 1 箱 9 ペア入] || PDF抽出メモ:品番直近=1ペア [No.1038-A クビフリー お得用 1 箱 50 ペア入 240N4700 ネジ穴径：1.1mm 長さ14mm 小売価格1ペア ￥880 （税込） 定番の高品質シリコン製パット シリコンパットDX 1 箱 9 ペア入] || PDF抽出メモ:品番直近=9 ペア [No.1038-A クビフリー お得用 1 箱 50 ペア入 240N4700 ネジ穴径：1.1mm 長さ14mm 小売価格1ペア ￥880 （税込） 定番の高品質シリコン製パット シリコンパットDX 1 箱 9 ペア入]","複数候補あり: 50 ペア / 1ペア / 9 ペア"
"1039","ガチドラZARA(ザラ)","","1 本","missing_candidate","カタログP.228,246","PDF抽出メモ:品番直近=1 本 [No.1039 ガチドラ ZARA（PAT） マイナスネジ専用の精密設計ドライバー •ドライバー先端のざらつきが、滑りを防止 • 回す力が効率良くネジに伝わり、ネジ頭がナメにくい •1 本で M1.0 〜 M1.4 のネジに対応 1.8㎜ 視力測定 加 工 加工備品 消 耗 品 ショップ アイテム POP ラッピング]",""
"1039-A","ガチドラZARAザラ用交換用ビット","","1 本","missing_candidate","カタログP.228","PDF抽出メモ:品番直近=1 本 [グ。 ざらつきが滑りを防止します。 【内容】 ドライバー本体 1 本 付属品 / 刃先交換用レンチ（L 型）]",""
"1040","E・P(アイポイント)シール10枚入","10枚","ambiguous","ambiguous","カタログP.251","",""
"1040-S","E・P(アイポイント)シール50枚","50枚","ambiguous","ambiguous","カタログP.251","",""
"1040-A","E・P(アイポイント)シール100枚","100枚","ambiguous: 10枚 / 50枚 / 100枚","ambiguous","カタログP.251","PDF抽出メモ:品番直近=10枚 [No.1040-A 枚数 10枚 50枚 100枚 Nコード 240N...] || PDF抽出メモ:品番直近=50枚 [No.1040-A 枚数 10枚 50枚 100枚 Nコード 240N...] || PDF抽出メモ:品番直近=100枚 [No.1040-A 枚数 10枚 50枚 100枚 Nコード 240N...]","複数候補あり: 10枚 / 50枚 / 100枚"
"1041","トルディ","1枚","1枚","ok","カタログP.174","既存入数抽出メモ:PDF抽出メモ=1枚 [1袋1枚入] || pack_quantity_fill_report:PDF抽出メモ=1枚 [1袋1枚入]",""
"1042N","ナイロールストッパーバーナー","","ambiguous","ambiguous","カタログP.136","",""
"1043-BK","メガロックバランス(ブラック)","8ペア","8 ペア","ok","カタログP.150","PDF抽出メモ:品番直近=8 ペア [（耳用） 収 縮 チューブ （各 1 箱 8 ペア入） ※携帯ホルダーは付属しません] || 既存入数抽出メモ:PDF抽出メモ=8ペア [1箱8ペア入] || pack_quantity_fill_report:PDF抽出メモ=8ペア [1箱8ペア入]",""
"1043-BE","メガロックバランス(ベージュ)","8ペア","8ペア","ok","カタログP.150","既存入数抽出メモ:PDF抽出メモ=8ペア [1箱8ペア入] || pack_quantity_fill_report:PDF抽出メモ=8ペア [1箱8ペア入]",""
"1043-GL","メガロックバランス(グレー)","8ペア","8 ペア","ok","カタログP.150","PDF抽出メモ:品番直近=8 ペア [チューブ （各 1 箱 8 ペア入） ※携帯ホルダーは付属しません No.1043-BK ブラック] || 既存入数抽出メモ:PDF抽出メモ=8ペア [1箱8ペア入] || pack_quantity_fill_report:PDF抽出メモ=8ペア [1箱8ペア入]",""
"1044","グラスガードテープ","","ambiguous","ambiguous","カタログP.325,327","",""
"1045","グラスガードテープカッター","","ambiguous","ambiguous","カタログP.325,327","",""
"1046","強力喰い切りニッパー","","ambiguous","ambiguous","カタログP.222,246","",""
"1047","テンプルカットニッパー","","ambiguous","ambiguous","カタログP.222","",""
"1048","強力テンプルカットニッパー","","ambiguous","ambiguous","カタログP.222","",""
"1049-A","セーム革 鹿革眼鏡拭き 12×12cm","1枚","1 枚","ok","カタログP.174","PDF抽出メモ:品番直近=1 枚 [No.1049-A 1 袋 1 枚入り 参考価格 990...] || 既存入数抽出メモ:PDF抽出メモ=1枚 [1袋1枚入] || pack_quantity_fill_report:PDF抽出メモ=1枚 [1袋1枚入]",""
"1049-B","セーム革 鹿革眼鏡拭き 20×20cm","1枚","1 枚","ok","カタログP.174","PDF抽出メモ:品番直近=1 枚 [No.1049-B 1 袋 1 枚入り 参考...] || 既存入数抽出メモ:PDF抽出メモ=1枚 [1袋1枚入] || pack_quantity_fill_report:PDF抽出メモ=1枚 [1袋1枚入]",""
"1050","フレームコートセット (6本入)","6本","ambiguous","ambiguous","カタログP.180","",""
"1050-A","フレームコート 単品","6本","ambiguous: 1 本 / 104 コ / 6本","ambiguous","カタログP.180","PDF抽出メモ:品番直近=1 本 [No.1050-A 単品 1 本入 1 本容量 10g 小売価格 ¥2,97...] || PDF抽出メモ:品番直近=104 コ [補聴器 集音器 関 連 クリップオン オーバーグラス 104 コーティング済] || 既存入数抽出メモ:PDF抽出メモ=6本 [6本入] || pack_quantity_fill_report:PDF抽出メモ=6本 [6本入]","複数候補あり: 1 本 / 104 コ / 6本"
"1051-A","牛革接客トレーA4ブラウン","","ambiguous","ambiguous","カタログP.346","",""
"1051-B","牛革接客トレーB5ダークブルー","","ambiguous","ambiguous","カタログP.346","",""
"1052","累進マークチェックライト","","ambiguous","ambiguous","カタログP.15 / カタログP.178","",""
"1052-1","本体のみ","","ambiguous","ambiguous","カタログP.254","",""
"1052-A","充電池","","ambiguous","ambiguous","カタログP.254","",""
"1052-B","USB充電器","","ambiguous","ambiguous","カタログP.254","",""
"1053","ヤットコ","2本","2本","ok","カタログP.9 / カタログP.126","既存入数抽出メモ:PDF抽出メモ=2本 [2本] || pack_quantity_fill_report:PDF抽出メモ=2本 [2本]",""
