品番,商品名,旧カタログ参照,印刷ページ参照,変換方法,旧入数,修正入数,入数修正根拠,確認元PDF
N41002-M612,LEガラス粗ドレス棒,カタログP.331,カタログP.255,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
N41091-M601,LEXCE用仕上げ用ドレス棒,カタログP.331,カタログP.255,viewer_page_minus_76,10枚,10枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
N42101-E013,CE-1用電球,カタログP.332,カタログP.256,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
N42101-M015,クッション ピン付,カタログP.332,カタログP.256,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
N44001-1910,排水アダプター(ドレン径φ75用),カタログP.329,カタログP.253,viewer_page_minus_76,5枚,5枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
N44031-3200,レンズ押さえ(1200、1000シリーズ:標準),カタログP.331,カタログP.255,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
N44031-3300,フレキシブルレンズ押さえ(1200、1000シリーズ),カタログP.331,カタログP.255,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
N44031-M086,高カーブ用ワイドカップ(緑)右,カタログP.330,カタログP.254,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
N44031-M087,高カーブ用ワイドカップ(赤)左,カタログP.330,カタログP.254,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
N44501-5400,フレキシブルレンズ押さえ 標準 (ME-1500用),カタログP.331,カタログP.255,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
N44501-M513,交換用ゴム 標準,カタログP.331,カタログP.255,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
N44730-0210,Lfu用カスバケット(10個入),カタログP.329,カタログP.253,viewer_page_minus_76,10個,10個,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
N44730-0310,Lfu用フィルター(5枚入),カタログP.329,カタログP.253,viewer_page_minus_76,5枚,5枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
N44730-0320,Lfu用フィルター(30枚入),カタログP.329,カタログP.253,viewer_page_minus_76,30枚,30枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
N8040202149,タイムラグ型ヒューズ,カタログP.332,カタログP.256,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
N80426-00067,視力表 SSC330・300専用ハロゲンランプ,"カタログP.276,332","カタログP.200,256",viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NH-22-F,NH手摺機,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NH-22-P,NH手摺機,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NH-22-V,NH手摺機,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NH-30-F,NH手摺機,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NH-30-V,NH手摺機,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NH-30-VN,NH手摺機NIDEKヤゲンタイプ,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NH-30-W,NH手摺機,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NH-32-FP,NH手摺機,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NH-32-TV,NH手摺機,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NH-32-WV,NH手摺機,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NLE021-0001,LEXCE用レンズ押さえ,カタログP.331,カタログP.255,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NLE021-0002,フレキシブルレンズ押さえ 標準 (LEXCE用),カタログP.331,カタログP.255,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NLE021-1910,排水アダプタ (ドレン径φ75/LEXCE用),カタログP.329,カタログP.253,viewer_page_minus_76,5枚,5枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NLEP21-0300,LEXCE用フレキシブルレンズ押さえ,カタログP.331,カタログP.255,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NNCL160,フレッシュビジョン クリップオン,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
P001-004010,累進マークチェッカー(電池引出式)NIDEK,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
P001-9000AS,累進マークチェッカー歪チェックA・Bパーツセット,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
YL475,ナイトアシストクリップオン オリジナルイエロー,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NYBR475,ナイトアシストクリップオン イエローブラウン,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NYGN475,ナイトアシストクリップオン イエローグリーン,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
NYOR475,ナイトアシストクリップオン イエローオレンジ,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
UTP010-46,天武チタン一体型,カタログP.179,カタログP.103,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
UTS020-43,天武チタン,カタログP.179,カタログP.103,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
UTS020-46,天武チタン,カタログP.179,カタログP.103,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
UTS020-48,天武チタン,カタログP.179,カタログP.103,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
UTP010P-46,天武チタン一体型 ファイテン,カタログP.179,カタログP.103,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
UTS020P-43,天武チタン ファイテン,カタログP.179,カタログP.103,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
UTS020P-46,天武チタン ファイテン,カタログP.179,カタログP.103,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
UTS020P-48,天武チタン ファイテン,カタログP.179,カタログP.103,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
UT-01,天武 ノーマルメガネバンド,カタログP.179,カタログP.103,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
UT-02,天武 ショートメガネバンド,カタログP.179,カタログP.103,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
UT-03,天武 ノーマルメガネバンド ファイテン,カタログP.179,カタログP.103,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
UT-04,天武 メガネケース,カタログP.179,カタログP.103,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
UT-05,天武 TP010 ツインノーズパッド,カタログP.179,カタログP.103,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
UT-06,天武 TP010 汗止バー,カタログP.179,カタログP.103,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
UT-07,天武 TS020 ツインノーズパッド,カタログP.179,カタログP.103,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
UT-08,天武 TS020 汗止バー,カタログP.179,カタログP.103,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PG-2,ペンシルグラインダー,カタログP.312,カタログP.236,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PHA-C11-2,イヤーパートナー耳あな型 イヤーチップフリー,カタログP.183,カタログP.107,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PHA-C11-3,イヤーパートナー耳あな型 イヤーチップM,カタログP.183,カタログP.107,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PHA-C11-4,イヤーパートナー耳あな型 イヤーチップS,カタログP.183,カタログP.107,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PHA-C11-5,イヤーパートナー耳あな型 耳あかガード,カタログP.183,カタログP.107,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PM-8,自動型取機,カタログP.315,カタログP.239,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PP18-1911,提札(糸付) 金箔 500枚入,カタログP.354,カタログP.278,viewer_page_minus_76,500枚,500枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PP18-1922,提札(糸付) 金箔 500枚入,カタログP.354,カタログP.278,viewer_page_minus_76,500枚,500枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PP50-3110,ギフトバッグ(角底袋)クリスタルピンク 100枚入,カタログP.354,カタログP.278,viewer_page_minus_76,100枚,100枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PP50-3111,ギフトバッグ(角底袋)クリスタルブルー 100枚入,カタログP.354,カタログP.278,viewer_page_minus_76,100枚,100枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PP50-3410,ギフトバッグ(角底袋)クリスタルピンク 100枚入,カタログP.354,カタログP.278,viewer_page_minus_76,100枚,100枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PP50-3411,ギフトバッグ(角底袋)クリスタルブルー 100枚入,カタログP.354,カタログP.278,viewer_page_minus_76,100枚,100枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PP50-3710,ギフトバッグ(角底袋)クリスタルピンク 100枚入,カタログP.354,カタログP.278,viewer_page_minus_76,100枚,100枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PP50-3711,ギフトバッグ(角底袋)クリスタルブルー 100枚入,カタログP.354,カタログP.278,viewer_page_minus_76,100枚,100枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PP50-5910,手提げバッグ 赤25枚入,"カタログP.347,355","カタログP.271,279",viewer_page_minus_76,25枚,25枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PP50-5911,手提げバッグ 緑25枚入,"カタログP.347,355","カタログP.271,279",viewer_page_minus_76,25枚,25枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PP50-5912,手提げバッグ 紺25枚入,"カタログP.347,355","カタログP.271,279",viewer_page_minus_76,25枚,25枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PP50-5913,手提げバッグ 白無地25枚入,"カタログP.347,355","カタログP.271,279",viewer_page_minus_76,25枚,25枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PP50-5914,手提げバッグ 茶無地25枚入,"カタログP.347,355","カタログP.271,279",viewer_page_minus_76,25枚,25枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PPH-10-16.5,マルチフクロ(ヘッダー・テープ付)(467) 100枚入,,,no_reference,100枚,100枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PPH-11-18,マルチフクロ(ヘッダー・テープ付)(469) 100枚入,カタログP.356,カタログP.280,viewer_page_minus_76,100枚,100枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PPH-12-20,マルチフクロ(ヘッダー・テープ付)(470) 100枚入,カタログP.356,カタログP.280,viewer_page_minus_76,100枚,100枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PPH-12-23,マルチフクロ(ヘッダー・テープ付)(484) 100枚入,カタログP.356,カタログP.280,viewer_page_minus_76,100枚,100枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PPH-13-24,マルチフクロ(ヘッダー・テープ付)(485) 100枚入,カタログP.356,カタログP.280,viewer_page_minus_76,100枚,100枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PPH-15-25,マルチフクロ(ヘッダー・テープ付)(486) 100枚入,カタログP.356,カタログP.280,viewer_page_minus_76,100枚,100枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PPH-4-8,マルチフクロ(ヘッダー・テープ付)(450) 100枚入,カタログP.356,カタログP.280,viewer_page_minus_76,100枚,100枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
PPH-5.5-16,マルチフクロ(ヘッダー・テープ付)(456) 100枚入,,,no_reference,100枚,100枚,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
